GeneSymbol,BladderCancer,LungCancer,ProstateCancer,ColonCancer,PancreaticCancer,BladderArticles,LungArticles,ProstateArticles,ColonArticles,PancArticles
CCR5,1,4,8,4,4,22982413,"26365162,27025367,25384214,25582888","22901310,24731275,25483747,24604010,24095757,26096680,23168091,25452256","19351767,22205974,19446722,22282655","22205974,22422663,20702498,24289533"
CDSN,0,0,0,0,0,NA,NA,NA,NA,NA
CCR7,2,4,6,8,6,"24360666,25798926","25338516,26884842,25117757,25384214","26722441,25256673,24442368,25682287,25483747,23168091","12960108,18437055,22030090,20609636,17297455,22907255,26352871,16770245","26849077,23761820,25575049,21594558,22020953,20976171"
CCR8,0,0,0,0,0,NA,NA,NA,NA,NA
CCR9,0,4,0,1,2,NA,"26168791,25296976,25691296,27025367",NA,22863617,"23371851,26003048"
UST-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
TKCR,0,0,0,0,0,NA,NA,NA,NA,NA
FXYD6P2,0,0,0,0,0,NA,NA,NA,NA,NA
FXYD6P3,0,0,0,0,0,NA,NA,NA,NA,NA
FXYD6P1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-211P,0,0,0,0,0,NA,NA,NA,NA,NA
HSPD1P22,0,0,0,0,0,NA,NA,NA,NA,NA
HSPD1P20,0,0,0,0,0,NA,NA,NA,NA,NA
HSPD1P21,0,0,0,0,0,NA,NA,NA,NA,NA
FADD,8,3,6,15,2,"12902978,22041988,17617740,17522834,16009487,15569975,26086857,16242928","25628462,25682199,25947085","25506265,23352370,26111475,25790448,26716643,23285096","17357275,26408703,25867072,24765209,12660816,12902978,16713222,12407450,20615460,25482938,17979570,20202822,26034354,22027835,12902349","23846297,21613217"
TRIM60P3Y,0,0,0,0,0,NA,NA,NA,NA,NA
LYPLA2P1,0,0,0,0,0,NA,NA,NA,NA,NA
LYPLA2P2,0,0,0,0,0,NA,NA,NA,NA,NA
LYPLA2P3,0,0,0,0,0,NA,NA,NA,NA,NA
CDS1,0,0,0,0,0,NA,NA,NA,NA,NA
CDS2,0,0,0,1,0,NA,NA,NA,21864507,NA
CCDC169-SOHLH2,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV3-4,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV3-7,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV3-6,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV3-1,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV3-2,0,0,0,0,0,NA,NA,NA,NA,NA
IGLV3-9,0,0,0,0,0,NA,NA,NA,NA,NA
SNORA37,0,0,0,0,0,NA,NA,NA,NA,NA
RNU2-25P,0,0,0,0,0,NA,NA,NA,NA,NA
S100Z,0,0,0,0,0,NA,NA,NA,NA,NA
S100P,3,6,2,12,32,"17460449,25771977,20726978","23977152,25353970,26320193,26736068,24699858,26078391","26125892,25922126","18636193,22188913,23693020,22552710,26193421,26009899,17762391,26975699,21327297,15710986,20890108,17587138","25123266,22487470,22882148,26797416,24216611,24719914,21538952,22330678,26580863,23134772,21963773,20509035,25152579,22718861,23994769,22585604,24481067,24446421,20890108,24860672,24637492,21325798,26900302,24439226,23007696,23438477,23407480,24969546,22646265,22626610,25071419,22081483"
CRIPAK,0,1,0,0,0,NA,25444907,NA,NA,NA
RN7SL466P,0,0,0,0,0,NA,NA,NA,NA,NA
S100G,0,0,0,0,0,NA,NA,NA,NA,NA
S100B,0,2,0,1,0,NA,"25646356,25553084",NA,20628824,NA
PSMG3-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
CLDN23,0,0,0,0,0,NA,NA,NA,NA,NA
CLDN22,0,1,0,0,0,NA,26019623,NA,NA,NA
CYP4V2,0,0,0,0,0,NA,NA,NA,NA,NA
CLDN20,0,0,0,0,0,NA,NA,NA,NA,NA
CLDN25,0,0,0,0,0,NA,NA,NA,NA,NA
CLDN24,0,1,0,1,0,NA,26019623,NA,12964006,NA
THAP7-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
THG1L,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF865,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF862,0,0,0,0,0,NA,NA,NA,NA,NA
BLZF2P,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF860,0,0,0,0,0,NA,NA,NA,NA,NA
ST6GALNAC4P1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3116-2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR3116-1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF512B,0,0,1,0,0,NA,NA,25491628,NA,NA
FAM160A1,0,0,0,0,0,NA,NA,NA,NA,NA
GSS,1,1,9,2,1,25851338,24604140,"24802742,26175869,24721618,24165692,24584266,26900904,24775574,23614059,26430904","26059756,16709241",24802742
GSR,0,0,1,1,0,NA,NA,24175837,26950675,NA
TATDN1,0,1,0,0,0,NA,26943769,NA,NA,NA
DHCR7,0,0,2,1,2,NA,NA,"25542828,23377224",23793229,"25025965,25799011"
CASP10,0,1,0,2,0,NA,23720679,NA,"22500158,20025484",NA
CASP12,0,0,0,0,0,NA,NA,NA,NA,NA
CACNG1,0,0,0,0,0,NA,NA,NA,NA,NA
CASP14,0,0,0,0,0,NA,NA,NA,NA,NA
TATDN3,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1060P,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL254P,0,0,0,0,0,NA,NA,NA,NA,NA
XAGE2,0,0,0,0,0,NA,NA,NA,NA,NA
OR8G7P,0,0,0,0,0,NA,NA,NA,NA,NA
PRNCR1,0,0,12,0,0,NA,NA,"25315430,23945587,26965999,24435053,26530130,24926466,26738330,26823525,24727738,26206497,25744782,23948400",NA,NA
GSN,5,1,1,3,0,"9926930,23536558,16815626,9175739,8895761",25833338,27051295,"23451280,23986637,22957311",NA
ZFP1,0,0,0,0,0,NA,NA,NA,NA,NA
ZFP2,0,0,0,0,0,NA,NA,NA,NA,NA
ZFP3,0,0,0,0,0,NA,NA,NA,NA,NA
ATHS,0,0,1,0,0,NA,NA,24596707,NA,NA
RN7SL841P,0,0,0,0,0,NA,NA,NA,NA,NA
SERPINB8,0,0,0,0,0,NA,NA,NA,NA,NA
ATP2B1,0,0,0,0,0,NA,NA,NA,NA,NA
ATP2B3,0,0,0,0,0,NA,NA,NA,NA,NA
ATP2B2,0,0,0,0,0,NA,NA,NA,NA,NA
ATP2B4,0,0,0,0,0,NA,NA,NA,NA,NA
ZDHHC20-IT1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF34,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF35,0,0,0,0,0,NA,NA,NA,NA,NA
ZC2HC1B,0,0,0,0,0,NA,NA,NA,NA,NA
XRN1,0,0,1,0,0,NA,NA,25797256,NA,NA
CYP27C1,0,0,0,0,0,NA,NA,NA,NA,NA
TRI-AAT1-1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4650-2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR4650-1,0,0,0,0,0,NA,NA,NA,NA,NA
CORO7-PAM16,0,0,0,0,0,NA,NA,NA,NA,NA
PABPC1,0,0,3,1,0,NA,NA,"25189356,26176602,23881279",24699064,NA
PABPC3,0,0,0,0,0,NA,NA,NA,NA,NA
PABPC4,0,0,0,0,0,NA,NA,NA,NA,NA
PABPC5,0,0,0,0,0,NA,NA,NA,NA,NA
ZC2HC1C,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-296P,0,0,0,0,0,NA,NA,NA,NA,NA
DQX1,0,0,0,0,0,NA,NA,NA,NA,NA
ZBTB20-AS4,0,0,0,0,0,NA,NA,NA,NA,NA
ZBTB20-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF840P,0,0,0,0,0,NA,NA,NA,NA,NA
ZBTB20-AS3,0,0,0,0,0,NA,NA,NA,NA,NA
ZBTB20-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
SH3GL1,0,0,0,0,0,NA,NA,NA,NA,NA
GOLPH3,1,2,5,1,2,26375441,"25659977,25081375","25760033,25874005,26794392,26097550,23006319",21822541,"25104140,23132295"
PPME1,0,1,0,0,0,NA,24253382,NA,NA,NA
CTNNBL1,0,0,0,0,0,NA,NA,NA,NA,NA
TRA-TGC9-1,0,0,0,0,0,NA,NA,NA,NA,NA
PTPRN2,0,1,1,0,0,NA,26425700,23280481,NA,NA
HSF2BP,0,0,0,0,0,NA,NA,NA,NA,NA
CATSPER2P1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1155P,0,0,0,0,0,NA,NA,NA,NA,NA
TSPAN31,0,0,0,0,0,NA,NA,NA,NA,NA
AASDHPPT,0,0,0,0,0,NA,NA,NA,NA,NA
TRE-TTC11-1,0,0,0,0,0,NA,NA,NA,NA,NA
ATP8B5P,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM202,0,0,0,0,0,NA,NA,NA,NA,NA
OR7E91P,0,0,0,0,0,NA,NA,NA,NA,NA
IDS,0,3,1,2,1,NA,"25031224,26131806,25776903",24103426,"24583616,21885866",22086883
RPL37A,0,0,0,0,0,NA,NA,NA,NA,NA
GLIPR1L1,0,0,0,0,0,NA,NA,NA,NA,NA
GLIPR1L2,0,0,0,0,0,NA,NA,NA,NA,NA
TNFAIP8L3,0,0,0,0,0,NA,NA,NA,NA,NA
IDE,0,0,0,0,2,NA,NA,NA,NA,"22726894,23128941"
TNFAIP8L2,0,0,0,0,0,NA,NA,NA,NA,NA
SORL1,0,0,0,0,0,NA,NA,NA,NA,NA
OBP2B,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM203,0,0,0,0,0,NA,NA,NA,NA,NA
OBP2A,0,0,0,0,0,NA,NA,NA,NA,NA
UPK3BP1,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01222,0,0,0,0,0,NA,NA,NA,NA,NA
POLD1,0,0,2,5,0,NA,NA,"26613750,26780541","25110875,23358219,24838932,14767555,25194673",NA
LINC01220,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01221,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01226,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01227,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01224,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01225,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01228,0,0,0,0,0,NA,NA,NA,NA,NA
LINC01229,0,0,0,0,0,NA,NA,NA,NA,NA
DLC1,2,3,2,5,2,"24577895,23485510","24082123,26134223,23708087","23376848,24683532","23783552,19667410,25425654,23010077,17418982","26243311,26223867"
PI4KAP1,0,0,0,0,0,NA,NA,NA,NA,NA
PI4KAP2,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV1ORY-1,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPKP5,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPKP4,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPKP1,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPKP3,0,0,0,0,0,NA,NA,NA,NA,NA
HNRNPKP2,0,0,0,0,0,NA,NA,NA,NA,NA
ID4,4,0,8,3,0,"15876350,24577895,24409060,23485510",NA,"23786676,24921661,24330748,25778840,24864010,23342268,23342267,25115397","19777566,18575765,21551253",NA
TLR5,0,4,1,7,0,NA,"24549739,24211974,26476243,25603867",25797291,"23993972,17941093,24232001,12223342,16493544,18538140,23630282",NA
ID2,1,2,4,1,1,23399020,"24603907,26238775","25778840,23342268,23342267,24295493",21454537,25076250
ID3,0,4,4,3,2,NA,"24603907,25061504,26238775,24160469","23060149,25778840,23342268,23342267","26135667,21454537,22698403","20830706,21498546"
ID1,0,8,11,7,3,NA,"24603907,25344919,24970809,24490607,25061504,26238775,24160469,25028095","23786676,24129125,25031707,23060149,25778840,24606484,23342268,23342267,25056609,24002526,25893276","18381431,26956045,25623217,21454537,22698403,20235117,24804700","23308043,23691228,26667487"
CYP4A27P,0,0,0,0,0,NA,NA,NA,NA,NA
FRA11B,0,0,0,0,0,NA,NA,NA,NA,NA
MGME1,0,0,0,0,0,NA,NA,NA,NA,NA
RPL17P27,0,0,0,0,0,NA,NA,NA,NA,NA
FRA11G,0,0,0,0,0,NA,NA,NA,NA,NA
FRA11F,0,0,0,0,0,NA,NA,NA,NA,NA
FRA11E,0,0,0,0,0,NA,NA,NA,NA,NA
FRA11D,0,0,0,0,0,NA,NA,NA,NA,NA
RNU7-56P,0,0,0,0,0,NA,NA,NA,NA,NA
FRA11I,0,0,0,0,0,NA,NA,NA,NA,NA
FRA11H,0,0,0,0,0,NA,NA,NA,NA,NA
RPL17P28,0,0,0,0,0,NA,NA,NA,NA,NA
RPL17P29,0,0,0,0,0,NA,NA,NA,NA,NA
CPAMD8,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-88P,0,0,0,0,0,NA,NA,NA,NA,NA
NHP2P2,0,0,0,0,0,NA,NA,NA,NA,NA
NHP2P1,0,0,0,0,0,NA,NA,NA,NA,NA
OPLAH,0,0,0,0,0,NA,NA,NA,NA,NA
AHDC1,0,0,0,0,0,NA,NA,NA,NA,NA
GLI3,2,1,1,6,3,"20858759,20179202",23736020,24086482,"26385428,22227409,17683069,24086482,19280222,15072830","20512148,23762360,20814245"
GLI1,3,12,7,20,66,"21861243,19666525,24856810","24758269,26297432,26124204,23864317,26762562,26542681,24023301,26088878,25369201,25586417,25716561,25141859","26377232,24086482,23337877,25069516,23567619,23564295,26710108","25295109,23551431,24962990,17683069,24086482,21424326,19280222,23097684,15170664,23817222,25713298,21860067,25945059,20957031,26885080,22859707,23935937,22461522,19856079,16299030","21826251,26707376,24739390,24737325,24573955,25120849,23482563,21338440,24782623,25552484,22086851,23803380,26655998,22140510,22110720,26981724,21494603,25278454,26505381,21757753,22170414,25632159,26465952,20512148,22493246,22486854,22859707,21190854,23990729,23860225,22900095,23762360,23762282,20948317,23626687,23200667,22301921,23684930,20814245,25979438,24289472,22944238,25713298,21300762,21288909,21698280,24433772,24397700,24165159,24519751,24513179,21796625,27035865,22027695,23563640,25072505,26815504,25104358,25501576,20972463,22087285,23791879,23786654,23935937,26689865,26676867"
GLI4,0,0,0,0,0,NA,NA,NA,NA,NA
ORC6,0,0,1,1,0,NA,NA,26416244,19112505,NA
ORC4,0,0,1,0,0,NA,NA,24435511,NA,NA
ORC5,1,0,0,0,0,26966728,NA,NA,NA,NA
ORC2,1,0,0,0,1,26966728,NA,NA,NA,23188630
ORC3,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1313P,0,0,0,0,0,NA,NA,NA,NA,NA
ORC1,0,0,2,1,0,NA,NA,"25369795,25093192",16226712,NA
DMKN,0,0,0,0,0,NA,NA,NA,NA,NA
TRQ-CTG2-1,0,0,0,0,0,NA,NA,NA,NA,NA
PGAM1P11,0,0,0,0,0,NA,NA,NA,NA,NA
PGAM1P10,0,0,0,0,0,NA,NA,NA,NA,NA
PGAM1P13,0,0,0,0,0,NA,NA,NA,NA,NA
PGAM1P12,0,0,0,0,0,NA,NA,NA,NA,NA
MIR194-1,0,0,0,0,0,NA,NA,NA,NA,NA
MIR194-2,0,0,0,0,0,NA,NA,NA,NA,NA
USP9YP18,0,0,0,0,0,NA,NA,NA,NA,NA
GSTK1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU4-18P,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD141A,0,0,0,0,0,NA,NA,NA,NA,NA
HSP90AB6P,0,0,0,0,0,NA,NA,NA,NA,NA
GSM1,0,0,0,0,0,NA,NA,NA,NA,NA
NR0B2,0,0,0,0,1,NA,NA,NA,NA,24295738
NR0B1,0,0,0,0,0,NA,NA,NA,NA,NA
TBC1D22A,0,0,0,0,0,NA,NA,NA,NA,NA
RARS2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL836P,0,0,0,0,0,NA,NA,NA,NA,NA
C2CD3,0,0,0,0,0,NA,NA,NA,NA,NA
C2CD2,0,0,0,0,0,NA,NA,NA,NA,NA
OSGEP,0,0,0,0,0,NA,NA,NA,NA,NA
C2CD5,0,0,0,0,0,NA,NA,NA,NA,NA
SSFA2,0,1,0,0,0,NA,26947549,NA,NA,NA
KRTAP19-9P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1214P,0,0,0,0,0,NA,NA,NA,NA,NA
PRKAG2-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
CDY16P,0,0,0,0,0,NA,NA,NA,NA,NA
IMMP1LP2,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-664P,0,0,0,0,0,NA,NA,NA,NA,NA
RRBP1,0,0,0,1,0,NA,NA,NA,19425502,NA
BAK1,1,4,2,3,1,24818791,"25318106,24532468,24790730,25364765","26634544,25364765","25715028,15547111,18096695",25364765
MIR6717,0,0,0,0,0,NA,NA,NA,NA,NA
MIR6716,0,0,0,0,0,NA,NA,NA,NA,NA
SBSN,0,0,0,0,0,NA,NA,NA,NA,NA
CSN2,0,0,0,0,0,NA,NA,NA,NA,NA
CSN3,0,0,0,0,0,NA,NA,NA,NA,NA
LINC00266-2P,0,0,0,0,0,NA,NA,NA,NA,NA
MIR6719,0,0,0,0,0,NA,NA,NA,NA,NA
MIR6718,0,0,0,0,0,NA,NA,NA,NA,NA
SSC5D,0,0,0,0,0,NA,NA,NA,NA,NA
RNU5F-1,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5S11,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5S10,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5S13,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5S12,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5S15,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5S14,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5S17,0,0,0,0,0,NA,NA,NA,NA,NA
RNA5S16,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF970P,0,0,0,0,0,NA,NA,NA,NA,NA
EXOC5P1,0,0,0,0,0,NA,NA,NA,NA,NA
CNTFR,0,0,0,0,0,NA,NA,NA,NA,NA
TACR3,0,0,0,0,0,NA,NA,NA,NA,NA
TACR2,0,0,0,0,0,NA,NA,NA,NA,NA
TACR1,0,0,0,0,0,NA,NA,NA,NA,NA
LARP7P4,0,0,0,0,0,NA,NA,NA,NA,NA
LARP7P1,0,0,0,0,0,NA,NA,NA,NA,NA
LARP7P3,0,0,0,0,0,NA,NA,NA,NA,NA
LARP7P2,0,0,0,0,0,NA,NA,NA,NA,NA
SNORD111B,0,0,0,0,0,NA,NA,NA,NA,NA
PIGBOS1,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV3D-34,0,0,0,0,0,NA,NA,NA,NA,NA
MRPS25P1,0,0,0,0,0,NA,NA,NA,NA,NA
PPP4C,0,0,0,0,0,NA,NA,NA,NA,NA
IGKV3D-31,0,0,0,0,0,NA,NA,NA,NA,NA
KIAA0586,0,0,0,0,0,NA,NA,NA,NA,NA
FAM90A21P,0,0,0,0,0,NA,NA,NA,NA,NA
UBXN7-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL712P,0,0,0,0,0,NA,NA,NA,NA,NA
FAM71E1,0,0,0,0,0,NA,NA,NA,NA,NA
FAM71E2,0,0,0,0,0,NA,NA,NA,NA,NA
BARX2,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM56,0,0,0,0,0,NA,NA,NA,NA,NA
CABYR,0,1,0,0,0,NA,26938915,NA,NA,NA
BARX1,0,0,0,0,0,NA,NA,NA,NA,NA
SH2B2,0,0,0,0,0,NA,NA,NA,NA,NA
SH2B3,0,1,0,2,1,NA,26319099,NA,"26621817,26553438",26621817
C19orf18,0,0,0,0,0,NA,NA,NA,NA,NA
C19orf12,0,0,0,0,0,NA,NA,NA,NA,NA
HCCAT5,0,0,0,0,0,NA,NA,NA,NA,NA
MIR19B2,0,0,0,0,0,NA,NA,NA,NA,NA
MIR19B1,0,0,0,0,0,NA,NA,NA,NA,NA
ADAMTS9-AS2,0,0,0,0,0,NA,NA,NA,NA,NA
ADAMTS9-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL39P,0,0,0,0,0,NA,NA,NA,NA,NA
TAS2R2P,0,0,0,0,0,NA,NA,NA,NA,NA
TMEM51,0,0,0,0,0,NA,NA,NA,NA,NA
MYMY1,0,0,0,0,0,NA,NA,NA,NA,NA
MYMY3,0,0,0,0,0,NA,NA,NA,NA,NA
PGLYRP3,0,0,0,0,0,NA,NA,NA,NA,NA
PGLYRP2,0,0,0,0,0,NA,NA,NA,NA,NA
PGLYRP1,0,0,0,0,0,NA,NA,NA,NA,NA
FIZ1,0,0,0,0,0,NA,NA,NA,NA,NA
SYCE1L,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL674P,0,0,0,0,0,NA,NA,NA,NA,NA
PGLYRP4,0,0,0,0,0,NA,NA,NA,NA,NA
DDX39BP2,0,0,0,0,0,NA,NA,NA,NA,NA
DDX39BP1,0,0,0,0,0,NA,NA,NA,NA,NA
RGS22,0,0,0,0,1,NA,NA,NA,NA,26323264
HIGD1AP13,0,0,0,0,0,NA,NA,NA,NA,NA
RGS20,0,0,0,0,0,NA,NA,NA,NA,NA
FAM86C2P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-745P,0,0,0,0,0,NA,NA,NA,NA,NA
PIPSL,0,0,0,0,0,NA,NA,NA,NA,NA
UTS2,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL629P,0,0,0,0,0,NA,NA,NA,NA,NA
VPS53,0,0,0,0,0,NA,NA,NA,NA,NA
PLB1,0,0,0,0,0,NA,NA,NA,NA,NA
PCDH18,0,0,0,0,1,NA,NA,NA,NA,26294325
SCGB1B2P,0,0,0,0,0,NA,NA,NA,NA,NA
SASH1,0,0,0,5,0,NA,NA,NA,"23095620,17088907,23023727,21820526,23108792",NA
PCDH19,0,0,0,0,0,NA,NA,NA,NA,NA
CYB5A,0,0,0,0,2,NA,NA,NA,NA,"24448000,24301457"
CYB5B,0,0,0,0,0,NA,NA,NA,NA,NA
DPPA2P2,0,0,0,0,0,NA,NA,NA,NA,NA
DPPA2P3,0,0,0,0,0,NA,NA,NA,NA,NA
DPPA2P1,0,0,0,0,0,NA,NA,NA,NA,NA
DPPA2P4,0,0,0,0,0,NA,NA,NA,NA,NA
PCK2,1,2,0,0,1,26299484,"26474064,24632615",NA,NA,21472101
PCK1,0,0,1,0,0,NA,NA,25354213,NA,NA
OR10K2,0,0,0,0,0,NA,NA,NA,NA,NA
OR10K1,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-185P,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL121P,0,0,0,0,0,NA,NA,NA,NA,NA
KIR3DP1,0,0,0,0,0,NA,NA,NA,NA,NA
PIK3C3,0,0,0,0,0,NA,NA,NA,NA,NA
MTMR9LP,0,0,0,0,0,NA,NA,NA,NA,NA
RBMY2MP,0,0,0,0,0,NA,NA,NA,NA,NA
CLK3P1,0,0,0,0,0,NA,NA,NA,NA,NA
ESRP2,0,0,1,0,0,NA,NA,25274489,NA,NA
ESRP1,0,2,3,1,2,NA,"24216980,25486910","24124593,25978997,25274489",26455323,"24077287,26077342"
CLK3P2,0,0,0,0,0,NA,NA,NA,NA,NA
CYP3A52P,0,0,0,0,0,NA,NA,NA,NA,NA
RNU6-1006P,0,0,0,0,0,NA,NA,NA,NA,NA
ZMPSTE24,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL36,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL37,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL34,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL35,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL32,0,0,0,0,0,NA,NA,NA,NA,NA
NPSR1-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL30,0,0,0,0,0,NA,NA,NA,NA,NA
CLEC17A,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF675,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL38,0,0,0,0,0,NA,NA,NA,NA,NA
MRPL39,0,0,0,0,0,NA,NA,NA,NA,NA
FAM92B,0,0,0,0,0,NA,NA,NA,NA,NA
THOC3,0,0,0,0,0,NA,NA,NA,NA,NA
THOC2,0,0,0,0,0,NA,NA,NA,NA,NA
THOC1,1,1,1,0,0,23688498,24682263,25296641,NA,NA
THOC7,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL201P,0,0,0,0,0,NA,NA,NA,NA,NA
THOC5,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF672,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF671,0,0,1,0,0,NA,NA,26863016,NA,NA
SYS1-DBNDD2,0,0,0,0,0,NA,NA,NA,NA,NA
TCEB1P34,0,0,0,0,0,NA,NA,NA,NA,NA
TCEB1P35,0,0,0,0,0,NA,NA,NA,NA,NA
TCEB1P30,0,0,0,0,0,NA,NA,NA,NA,NA
TCEB1P31,0,0,0,0,0,NA,NA,NA,NA,NA
RNF103,0,0,0,0,0,NA,NA,NA,NA,NA
TCEB1P33,0,0,0,0,0,NA,NA,NA,NA,NA
NUP88,0,0,0,0,0,NA,NA,NA,NA,NA
RECQL4,0,0,0,0,0,NA,NA,NA,NA,NA
C1DP1,0,0,0,0,0,NA,NA,NA,NA,NA
RN7SL197P,0,0,0,0,0,NA,NA,NA,NA,NA
C1DP3,0,0,0,0,0,NA,NA,NA,NA,NA
C1DP2,0,0,0,0,0,NA,NA,NA,NA,NA
C1DP5,0,0,0,0,0,NA,NA,NA,NA,NA
NUP85,0,0,0,0,0,NA,NA,NA,NA,NA
SAA1,0,3,0,1,0,NA,"23801879,26177823,23898987",NA,15746039,NA
ERI3,0,0,0,0,0,NA,NA,NA,NA,NA
NPIPB15,0,0,0,0,0,NA,NA,NA,NA,NA
PPOX,0,0,1,1,0,NA,NA,26714447,25944804,NA
YTHDF1,0,0,0,0,0,NA,NA,NA,NA,NA
HOXA10-AS,0,0,0,0,0,NA,NA,NA,NA,NA
NPIPB11,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF679,0,0,0,0,0,NA,NA,NA,NA,NA
GTSF1,0,0,0,0,0,NA,NA,NA,NA,NA
ZNF678,0,0,0,0,0,NA,NA,NA,NA,NA
C2-AS1,0,0,0,0,0,NA,NA,NA,NA,NA
NLK,0,3,1,3,0,NA,"26503334,26823848,23904219",27036119,"12901858,20512928,14720327",NA
NLN,0,2,1,2,0,NA,"26618049,24923480",23301578,"26723169,22529970",NA
TERF2IPP1,0,0,0,0,0,NA,NA,NA,NA,NA
SENCR,0,0,0,0,0,NA,NA,NA,NA,NA
SEPN1,0,0,0,1,0,NA,NA,NA,22615972,NA
RNY4P30,0,0,0,0,0,NA,NA,NA,NA,NA
RPS2P16,0,0,0,0,0,NA,NA,NA,NA,NA
PHLDB1,0,0,0,0,0,NA,NA,NA,NA,NA
PHLDB2,0,0,0,0,0,NA,NA,NA,NA,NA
PHLDB3,0,0,0,0,0,NA,NA,NA,NA,NA
OR4H12P,0,0,0,0,0,NA,NA,NA,NA,NA
PDCD6IPP2,0,0,0,0,0,NA,NA,NA,NA,NA
PDCD6IPP1,0,0,0,0,0,NA,NA,NA,NA,NA
NPIPB1P,0,0,0,0,0,NA,NA,NA,NA,NA
RSL24D1,0,0,0,0,0,NA,NA,NA,NA,NA
SAA@,0,0,0,0,0,NA,NA,NA,NA,NA
EIF4A1P2,0,0,0,0,0,NA,NA,NA,NA,NA
EIF4A1P3,0,0,0,0,0,NA,NA,NA,NA,NA
EIF4A1P1,0,0,0,0,0,NA,NA,NA,NA,NA
EIF4A1P6,0,0,0,0,0,NA,NA,NA,NA,NA
